mangaid,ha_z
1-94773,0.03266451
1-94773,0.03266452
1-94584,0.02280825
1-94584,0.02280825
1-94786,0.03120481
1-94786,0.0312048
1-94783,0.03068704
1-94783,0.03068704
1-94690,0.03146849
1-94690,0.03146849
1-94794,0.03016736
1-94794,0.03016736
1-94746,0.02251104
1-94746,0.02251105
1-94785,0.03169257
1-94785,0.03169257
1-94717,0.03116619
1-94717,0.03116616
1-94784,0.03147435
1-94784,0.03147434
1-94720,0.03123124
1-94720,0.03123087
1-272287,0.03157303
1-272287,0.03157303
1-272315,0.02255714
1-272315,0.02255714
1-272361,0.04607281
1-272361,0.0460728
1-323794,0.03467035
1-323794,0.03467035
1-633856,0.02230185
1-633856,0.02230168
1-323888,0.04099686
1-323888,0.04099686
1-323766,0.02155515
1-323766,0.02155514
1-272400,0.06038936
1-272400,0.06038936
1-323886,0.04153708
1-323886,0.04153709
1-323764,0.0207882
1-323764,0.0207882
1-633947,0.05602185
1-633947,0.05602209
1-272080,0.04887589
1-272080,0.04887595
1-272360,0.04602737
1-272360,0.04602737
1-323775,0.05304501
1-323775,0.05304501
1-323774,0.02208828
1-323774,0.02208828
1-272321,0.02220495
1-272321,0.02220496
1-323813,0.02109648
1-323813,0.02109647
1-269179,0.04802084
1-269179,0.04802084
1-633759,0.03014009
1-633759,0.03014008
1-269279,0.05091961
1-269279,0.05091961
1-633815,0.03391407
1-633815,0.03391413
1-269070,0.06100396
1-269070,0.06100395
1-269227,0.03125195
1-269227,0.03105416
1-269081,0.03246425
1-269081,0.03246425
1-269500,0.0789232
1-269500,0.07892698
1-269212,0.04833886
1-269212,0.04833792
1-272175,0.09652191
1-272175,0.09641946
1-594318,0.05032774
1-594318,0.05032819
1-269085,0.03421846
1-269085,0.03421844
1-594335,0.0313167
1-594335,0.03131692
1-269491,-999
1-269491,0.03130433
1-269331,0.1387402
1-269331,0.1387405
1-296824,0.05316317
1-296824,0.05316317
1-561325,-999
1-561325,-999
1-135072,0.03257293
1-135072,0.03257293
1-135093,0.0318933
1-135093,0.0318933
1-94514,0.06345502
1-94514,0.06345875
1-135285,0.03152069
1-135285,0.03152069
1-135078,0.0294868
1-135078,0.02948684
1-135235,0.03075898
1-135235,0.03084446
1-135239,0.04273475
1-135239,0.04273476
1-135115,0.03270021
1-135115,0.03229915
1-135091,0.03183505
1-135091,0.03183478
1-135244,0.02926334
1-135244,0.02926221
1-135086,0.03370023
1-135086,0.03370253
1-135117,0.03368954
1-135117,0.03368693
1-594453,0.0279258
1-594453,0.0279258
1-135227,0.0304244
1-135227,0.0304244
1-134695,0.03042573
1-134695,0.03043189
1-569178,0.03098919
1-569178,0.03098919
1-633969,0.0316828
1-633969,0.03168282
1-209823,0.03986659
1-209823,0.03986659
1-209823,0.03983018
1-209823,0.03983953
1-209744,0.04030276
1-209744,0.04030263
1-134620,-999
1-134620,-999
1-210020,0.04352278
1-210020,0.04351512
1-210186,0.05975126
1-210186,0.05975127
1-210186,0.05970695
1-210186,0.05970692
1-209722,0.03007193
1-209722,0.0300745
1-209707,0.04297683
1-209707,0.04297683
1-209786,0.04207155
1-209786,0.04207138
1-209786,0.04211944
1-209786,0.04211856
1-209803,0.03937034
1-209803,0.03937034
1-569074,0.04113422
1-569074,0.04113423
1-209772,0.04174294
1-209772,0.04174295
1-209772,0.04161007
1-209772,0.04161021
1-209952,0.04211761
1-209952,0.04216394
1-209770,0.04111504
1-209770,0.04111505
1-209770,0.04110084
1-209770,0.04110084
1-209939,0.03778677
1-209939,0.03778677
1-209728,0.04360447
1-209728,0.04360447
1-209935,0.09630881
1-209935,0.09630677
1-209706,0.0447581
1-209706,0.04475811
1-321655,0.08677988
1-321655,0.08677985
1-576439,0.07347137
1-576439,0.07347193
1-321841,-999
1-321841,-999
1-576412,0.0990804
1-576412,0.09901179
1-576436,0.03615557
1-576436,0.03615557
1-198036,0.01852113
1-198036,0.01852113
1-321823,0.1327697
1-321823,0.1327697
1-321684,0.0748796
1-321684,0.07487949
1-198029,0.02600573
1-198029,0.02600573
1-197968,0.04985132
1-197968,0.04985131
1-593544,0.03712502
1-593544,0.0371245
1-321512,0.04337418
1-321512,0.04337428
1-198007,0.06956741
1-198007,0.06956755
1-197946,0.1274674
1-197946,0.1274143
1-198395,0.08738089
1-198395,0.08738114
1-321426,0.0858644
1-321426,0.08581971
1-321725,0.03117926
1-321725,0.03117926
1-198353,0.01551664
1-198353,0.01551665
1-198718,-999
1-198718,-999
1-198747,0.0289842
1-198747,0.02898421
1-198212,-999
1-198212,-999
1-198664,0.0191384
1-198664,0.0191384
1-198237,0.0879225
1-198237,0.08792252
1-198238,0.03828574
1-198238,0.03828551
1-198706,0.03680832
1-198706,0.03676904
1-198233,0.03771687
1-198233,0.03771687
1-198226,0.03678414
1-198226,0.03665682
1-198663,0.03777089
1-198663,0.03777089
1-198736,0.03665998
1-198736,0.03666013
1-198704,0.03642238
1-198704,0.03642237
1-198461,0.05288604
1-198461,0.05288608
1-198501,0.09348945
1-198501,0.09348922
1-198505,0.08855329
1-198505,0.08855326
1-321895,0.06669433
1-321895,0.0668214
1-247727,0.03994279
1-247727,0.03994279
1-247911,0.03825606
1-247911,0.03825607
1-209439,0.03914617
1-209439,0.03914618
1-247897,0.03789278
1-247897,0.03789447
1-247739,0.03736578
1-247739,0.0373669
1-247804,0.0368728
1-247804,0.03687278
1-247769,-999
1-247769,-999
1-247714,0.03706988
1-247714,0.03706989
1-247755,0.03685562
1-247755,0.03685562
1-247871,0.03735542
1-247871,0.03735542
1-247675,0.03633962
1-247675,0.03633962
1-247669,0.1033226
1-247669,0.1033226
1-247674,0.1011926
1-247674,0.1011926
1-247747,0.0573199
1-247747,0.0573376
1-633257,0.03752965
1-633257,0.03752552
1-247861,0.03693988
1-247861,0.0369399
1-247904,0.03681434
1-247904,0.036814
1-594082,0.0363538
1-594082,0.03635382
1-248208,0.04441912
1-248208,0.04441912
1-209823,0.03986659
1-209823,0.03986659
1-209823,0.03983018
1-209823,0.03983953
1-247975,0.03985298
1-247975,0.03985474
1-210159,0.03923059
1-210159,0.03923059
1-209786,0.04207155
1-209786,0.04207138
1-209786,0.04211944
1-209786,0.04211856
1-248133,0.0399839
1-248133,0.0399839
1-248003,0.03850207
1-248003,0.0385017
1-594069,0.0424129
1-594069,0.04239356
1-209772,0.04174294
1-209772,0.04174295
1-209772,0.04161007
1-209772,0.04161021
1-248214,0.06014295
1-248214,0.06014292
1-210186,0.05975126
1-210186,0.05975127
1-210186,0.05970695
1-210186,0.05970692
1-248037,0.0406355
1-248037,0.0406355
1-247664,0.03445775
1-247664,0.03445775
1-209770,0.04111504
1-209770,0.04111505
1-209770,0.04110084
1-209770,0.04110084
1-247661,0.03968093
1-247661,0.03968073
1-248213,0.02444727
1-248213,0.02444726
1-199210,-999
1-199210,-999
1-593910,0.01909929
1-593910,0.0190968
1-247758,0.0356725
1-247758,0.03567275
1-593929,0.01871193
1-593929,0.01871274
1-569199,0.05689202
1-569199,0.05689203
1-199442,0.01874511
1-199442,0.01874497
1-247775,0.01980038
1-247775,0.01980039
1-199415,-999
1-199415,-999
1-199449,0.01879795
1-199449,0.01879795
1-247782,0.03728243
1-247782,0.037282
1-199454,0.01923152
1-199454,0.01922697
1-199396,0.0187505
1-199396,0.0187505
1-199407,0.01747871
1-199407,0.01747623
1-247774,0.03734037
1-247774,0.03734041
1-247713,0.03657808
1-247713,0.03657799
1-199432,0.01838291
1-199432,0.01838291
1-247771,0.03746618
1-247771,0.03746458
1-569204,0.1024483
1-569204,0.1024515
1-199742,0.03318199
1-199742,0.03318192
1-248056,0.0705307
1-248056,0.07053068
1-199741,0.03533606
1-199741,0.03533606
1-247998,0.0344805
1-247998,0.0344805
1-199744,0.03394922
1-199744,0.03394922
1-199756,0.03363683
1-199756,0.03353653
1-199730,0.02405494
1-199730,0.02405494
1-199750,0.02063052
1-199750,0.02063052
1-248077,0.06897321
1-248077,0.06888811
1-199743,0.03443335
1-199743,0.03441251
1-248055,0.03545737
1-248055,0.03588536
1-594097,0.03148208
1-594097,0.0306517
1-199488,-999
1-199488,-999
1-247994,0.04085232
1-247994,0.04085232
1-248111,0.01971893
1-248111,0.01971823
1-248096,0.02035522
1-248096,0.02035522
1-559109,0.09374487
1-559109,0.09367364
1-262907,0.06849329
1-262907,0.06849364
1-263104,0.1108006
1-263104,0.1108029
1-263197,0.08061317
1-263197,0.08061304
1-263495,-999
1-263495,-999
1-262831,0.1172476
1-262831,0.1164219
1-263219,0.0616266
1-263219,0.06162662
1-262966,0.09152211
1-262966,0.09159103
1-263083,0.1166982
1-263083,0.1155758
1-262876,0.08190438
1-262876,0.08190394
1-262904,0.06253842
1-262904,0.06253849
1-263429,0.07946567
1-263429,0.07946696
1-263490,0.06199319
1-263490,0.06199322
1-262883,-999
1-262883,-999
1-253426,0.09592501
1-253426,0.09592511
1-262830,-999
1-262830,-999
1-593805,0.03211173
1-593805,0.03210622
1-264513,0.03328371
1-264513,0.03328371
1-264059,0.03163505
1-264059,0.03163504
1-264254,0.05632862
1-264254,0.05632862
1-264488,0.09623193
1-264488,0.09623216
1-633308,0.08170909
1-633308,0.08170898
1-264158,0.03164506
1-264158,0.03164521
1-264510,0.03300912
1-264510,0.03300916
1-316933,0.1165885
1-316933,0.1165979
1-633256,0.03145878
1-633256,0.03145877
1-264054,0.03394932
1-264054,0.03408878
1-559120,0.0852
1-559120,0.08519995
1-264108,0.0826541
1-264108,0.0826544
1-633214,0.05905131
1-633214,0.05905131
1-264599,0.09616102
1-264599,0.09616358
1-264543,0.05795309
1-264543,0.05795309
1-593982,0.03172491
1-593982,0.03172491
1-633219,0.03276204
1-633219,0.03276204
1-375129,0.04534853
1-375129,0.04534853
1-375213,0.07361841
1-375213,0.07361842
1-316872,0.03274858
1-316872,0.03274859
1-633064,0.07582068
1-633064,0.07637508
1-316865,0.1355599
1-316865,0.13556
1-375364,0.07309107
1-375364,0.07308999
34-28,0.01868904
34-28,0.01868904
1-632935,0.08224074
1-632935,0.08223163
1-316385,0.08440457
1-316385,0.08440466
1-593972,0.03531724
1-593972,0.03518633
1-593971,0.0364084
1-593971,0.03623916
1-375134,0.03266665
1-375134,0.03266666
1-375053,0.09388432
1-375053,0.09388432
1-375009,0.07334523
1-375009,0.07334524
1-316296,0.1193224
1-316296,0.1193577
1-316402,0.0720996
1-316402,0.0720996
1-549071,0.03125969
1-549071,0.03125972
1-632513,-999
1-632513,-999
1-632505,0.07438849
1-632505,0.07438861
1-632641,0.1113944
1-632641,0.1113943
1-632653,0.02145789
1-632653,0.02145789
1-549076,0.07338551
1-549076,0.07326332
1-374844,0.05014652
1-374844,0.05014652
1-632488,0.07143305
1-632488,0.0714332
1-632576,0.06834751
1-632576,0.06834744
1-374549,0.08680968
1-374549,0.08680965
1-374994,0.06465022
1-374994,0.06456247
1-374514,0.08411206
1-374514,0.08411203
1-374963,0.06771857
1-374963,0.0676926
1-632643,0.06343889
1-632643,0.06343893
1-374561,0.1128111
1-374561,0.1127876
1-315863,0.06944977
1-315863,0.06944978
1-632309,0.1288591
1-632309,0.1288539
1-632731,0.08320308
1-632731,0.0830518
1-632610,0.03122074
1-632610,0.03122071
1-316109,-999
1-316109,-999
1-315502,0.1173923
1-315502,0.1174539
1-316145,0.07978079
1-316145,0.07978072
46-51,0.1137151
46-51,0.1137063
1-315675,0.03136804
1-315675,0.03136821
1-632365,0.02975494
1-632365,0.03018737
1-632371,0.07698002
1-632371,0.0769799
1-315063,0.1361568
1-315063,0.1361513
1-316144,0.0733492
1-316144,0.07334929
1-316138,0.07495506
1-316138,0.0749523
1-316023,0.02290087
1-316023,0.02290088
1-316030,0.07572056
1-316030,0.07582604
1-315062,0.07876583
1-315062,0.07876574
1-632410,0.08019754
1-632410,0.08012435
1-315626,0.06022263
1-315626,0.06022252
1-315770,0.1115772
1-315770,0.1116955
1-314719,0.06852313
1-314719,0.06852503
1-631824,0.0334121
1-631824,0.03341209
1-315103,0.06626128
1-315103,0.06626128
1-315206,0.04694569
1-315206,0.04694569
1-374107,0.1102787
1-374107,0.1102785
1-314736,0.03054977
1-314736,0.03054972
1-315099,0.07113084
1-315099,0.07113089
1-315134,0.08965698
1-315134,0.08965705
1-373717,0.03330858
1-373717,0.03330858
1-632035,0.07141924
1-632035,0.07136225
1-631986,0.05915533
1-631986,0.05915537
1-373995,0.05889095
1-373995,0.05889094
1-373784,0.1109686
1-373784,0.1109624
1-314700,0.08675177
1-314700,0.08675173
1-315276,0.1160284
1-315276,0.1160289
1-631890,0.05873052
1-631890,0.05873053
1-314676,0.03051259
1-314676,0.03051259
1-296190,0.04797581
1-296190,0.04797586
1-295449,0.04296223
1-295449,0.04296223
1-269638,0.04777902
1-269638,0.04777897
1-295355,-999
1-295355,-999
1-270107,0.04949454
1-270107,0.04949454
1-295721,0.06444039
1-295721,0.06444038
1-295760,0.04355282
1-295760,0.04355192
1-295343,0.03920591
1-295343,0.03920539
1-270074,0.07151309
1-270074,0.07151219
1-295839,0.1307645
1-295839,0.1307645
1-295448,0.04226377
1-295448,0.04226377
1-295474,0.04259473
1-295474,0.04259469
1-633981,0.04014415
1-633981,0.04014422
1-270072,0.1324394
1-270072,0.1324292
1-270129,0.05855546
1-270129,0.05855547
1-295790,0.03962985
1-295790,0.03962404
1-270068,0.04275997
1-270068,0.04275997
1-295299,-999
1-295299,-999
1-295352,0.0396041
1-295352,0.03959926
1-296149,0.04788118
1-296149,0.04788118
1-295955,0.03944017
1-295955,0.03944628
1-295525,0.1083345
1-295525,0.1083326
1-295996,0.06679815
1-295996,0.06679814
1-295542,0.05027934
1-295542,0.05027934
1-295887,0.06442486
1-295887,0.06328653
1-296316,0.06828432
1-296316,0.06828525
1-295303,-999
1-295303,-999
1-295367,0.0961338
1-295367,0.0961311
1-318513,0.03214327
1-318513,0.03214327
1-318518,0.1037425
1-318518,0.1037431
1-295709,0.08821264
1-295709,0.08821262
1-295935,0.09510202
1-295935,0.09510203
1-296334,0.04765525
1-296334,0.04765524
1-633934,0.03877201
1-633934,0.03877046
1-295190,0.06487281
1-295190,0.06487279
1-295476,0.09061263
1-295476,0.09061261
46-287,0.1443198
46-287,0.1443198
1-270135,0.04951733
1-270135,0.04951732
1-269630,0.04875403
1-269630,0.04875403
1-269632,0.1314314
1-269632,0.1314314
1-295359,0.04205103
1-295359,0.04202596
1-295095,0.04107978
1-295095,0.0410798
1-269634,0.04899111
1-269634,0.04899112
1-270160,0.0661753
1-270160,0.06617496
1-295155,0.01481481
1-295155,0.01481481
1-295506,0.01392629
1-295506,0.01392585
1-295832,0.04171036
1-295832,0.04171036
1-270005,0.03946529
1-270005,0.0394653
1-269984,0.05125142
1-269984,0.0512514
1-269986,0.04974958
1-269986,0.04974957
1-269982,0.04532297
1-269982,0.04532297
1-318499,-999
1-318499,-999
1-295241,0.06292585
1-295241,0.06292557
1-294992,-999
1-294992,-999
1-295629,0.05769492
1-295629,0.05769496
1-295183,0.08579981
1-295183,0.08579981
1-295212,0.04461979
1-295212,0.04473804
1-294969,0.04728516
1-294969,0.0474325
1-318279,0.05047547
1-318279,0.0504754
1-318255,0.04194208
1-318255,0.04194208
1-318164,0.06448144
1-318164,0.06448172
1-318725,0.03700737
1-318725,0.03700737
1-550824,0.0594639
1-550824,0.05946125
1-318728,0.03755962
1-318728,0.03755962
1-318519,0.1043901
1-318519,0.1043901
1-295272,0.05908959
1-295272,0.05908955
1-318601,0.03213916
1-318601,0.03213915
1-318621,0.03329299
1-318621,0.03329284
1-456757,0.02661975
1-456757,0.02653607
1-456757,0.02794578
1-456757,0.02799603
1-456757,0.02659131
1-456757,0.02642757
1-456757,0.02652529
1-456757,0.02637872
1-178399,0.02794052
1-178399,0.02794052
1-178549,0.02760348
1-178549,0.02760332
1-178557,0.04715984
1-178557,0.04715984
1-178578,0.1041727
1-178578,0.1041728
1-178542,-999
1-178542,-999
1-177972,0.02869395
1-177972,0.02869397
1-178374,0.06951682
1-178374,0.06951676
1-178473,0.04721039
1-178473,0.04720745
1-178473,0.04716628
1-178473,0.04715008
1-178315,0.04155384
1-178315,0.04155384
1-178442,0.10474
1-178442,0.1047089
1-178442,0.104237
1-178442,0.1042302
1-178443,0.04767916
1-178443,0.04767915
1-178443,0.04765881
1-178443,0.04765881
1-178403,-999
1-178403,-999
1-178485,0.119802
1-178485,0.1198019
1-178335,0.04770053
1-178335,0.04770054
1-178526,0.04707472
1-178526,0.04707463
1-177985,0.05461852
1-177985,0.05461849
1-178342,0.01601225
1-178342,0.01601225
1-265639,0.06895936
1-265639,0.06895936
1-265589,0.04117544
1-265589,0.04117545
1-265772,-999
1-265772,-999
1-265560,0.06461898
1-265560,0.064619
1-296074,0.06344476
1-296074,0.0635967
1-296694,0.02590284
1-296694,0.02590284
1-265547,0.04063924
1-265547,0.04063308
1-265704,0.06622425
1-265704,0.06622249
1-265632,0.04900492
1-265632,-999
1-265618,0.04782717
1-265618,0.04782719
1-265758,0.06352337
1-265758,0.06361048
1-296005,0.04807562
1-296005,0.04807562
1-265769,0.03123471
1-265769,0.03123471
1-265801,0.03209873
1-265801,0.03210073
1-296457,0.03226817
1-296457,0.03226836
1-265117,0.02631428
1-265117,0.02631428
1-265750,0.07790177
1-265750,0.07790177
1-376413,0.08751055
1-376413,0.08751051
1-376419,0.08759263
1-376419,0.08759262
1-318330,0.1314428
1-318330,0.1314278
1-318315,0.0346228
1-318315,0.03462282
1-376608,0.04783836
1-376608,0.04783836
1-317822,0.03254009
1-317822,0.0325401
1-376429,0.03137132
1-376429,0.0313714
1-376285,0.03137425
1-376285,0.03137425
1-318401,0.0327196
1-318401,0.03248961
1-318434,0.03198035
1-318434,0.03198101
1-376616,0.03183423
1-376616,0.03183416
1-318435,0.03172297
1-318435,0.03172167
1-318321,0.03193787
1-318321,0.03193786
1-318364,0.1225272
1-318364,0.1230966
1-318463,0.04472291
1-318463,0.0447229
1-317837,0.03891447
1-317837,0.03891448
1-318334,0.03225718
1-318334,0.03225718
1-71950,0.1182486
1-71950,0.1182487
1-71872,0.04102533
1-71872,0.04102533
1-71976,0.09610441
1-71976,0.09610472
1-71953,0.04062312
1-71953,0.04062311
1-548626,0.08378698
1-548626,0.08378698
1-121803,0.04035612
1-121803,0.04027858
1-122057,0.03994609
1-122057,0.03994609
1-121784,0.04028972
1-121784,0.04028973
1-71736,0.1075204
1-71736,0.1075329
1-584664,0.01952182
1-584664,0.01952181
1-548609,0.1269753
1-548609,0.1269788
1-548613,0.08458846
1-548613,0.08458849
1-71790,0.04022878
1-71790,0.04022877
1-548617,-999
1-548617,-999
1-122067,0.0233813
1-122067,0.02338131
1-71763,0.04092405
1-71763,0.04092405
1-122044,0.03941273
1-122044,0.03941273
1-71891,0.09770778
1-71891,0.09769592
1-43864,0.02798952
1-43864,0.02798953
1-43868,0.06874923
1-43868,0.06874924
1-72289,-999
1-72289,-999
1-72209,0.04094775
1-72209,0.04094775
1-72056,0.07804031
1-72056,0.07804376
1-71820,0.1164963
1-71820,0.1164963
1-604915,0.02808812
1-604915,0.02808811
1-72231,0.09507991
1-72231,0.09416439
1-72199,0.05008943
1-72199,0.05008941
1-72166,0.0644391
1-72166,0.06443916
1-72087,0.06933127
1-72087,0.06933127
1-71987,0.06578929
1-71987,0.06578928
1-72325,0.04214675
1-72325,0.04214659
1-72350,-999
1-72350,-999
1-72275,0.06711069
1-72275,0.06717572
1-72203,-999
1-72203,-999
1-121911,0.02167297
1-121911,0.02328514
1-604992,0.03296737
1-604992,0.03296738
1-72242,0.04034209
1-72242,0.04034209
1-122059,0.07633392
1-122059,0.0763341
1-153938,0.03843194
1-153938,0.03843195
1-72155,0.02213738
1-72155,0.02179359
1-121992,0.02810861
1-121992,0.02810846
44-50,0.07807372
44-50,0.07808585
1-72211,0.04044953
1-72211,0.04044935
1-122304,0.02326758
1-122304,0.02326758
1-122141,0.04041599
1-122141,0.04041594
1-122284,0.02248209
1-122284,0.02248209
1-122151,0.01240868
1-122151,0.01240694
1-584741,0.04249432
1-584741,0.04254023
1-72070,0.07739495
1-72070,0.07739495
1-122094,0.0355387
1-122094,0.0355387
1-122119,0.02236588
1-122119,0.02236588
1-201913,0.05918202
1-201913,0.05918207
1-201916,0.01754496
1-201916,0.01754496
1-153018,0.017737
1-153018,0.017737
1-153103,0.02836767
1-153103,0.02836767
1-201875,0.0767943
1-201875,0.07679402
1-153224,0.01693931
1-153224,0.01693931
1-153248,0.01754748
1-153248,0.017545
1-153077,0.04357233
1-153077,0.04357231
1-153086,-999
1-153086,-999
1-153247,0.01730154
1-153247,0.01730154
1-201922,0.04461626
1-201922,0.04461624
1-201822,0.07121877
1-201822,0.07121877
1-201973,0.07353001
1-201973,0.07352988
1-201915,0.0593743
1-201915,0.05937427
1-201816,0.04612291
1-201816,0.04612292
1-201938,0.07504903
1-201938,0.07504784
1-153207,0.01803713
1-153207,0.01803713
1-177231,0.03285874
1-177231,0.03285874
1-177685,0.1023516
1-177685,0.1018063
1-634624,-999
1-634624,-999
1-177308,-999
1-177308,-999
1-547339,0.03794803
1-547339,0.0379472
1-177236,0.03926636
1-177236,0.03926638
1-177236,0.03929224
1-177236,0.03929227
1-176983,0.0553614
1-176983,0.05536141
1-177104,0.08171716
1-177104,0.08177502
1-177250,0.03024128
1-177250,0.03024125
1-177250,0.03023053
1-177250,0.0302306
1-177049,0.1059873
1-177049,0.1059866
1-561017,0.02965853
1-561017,0.02965852
1-561017,0.02963489
1-561017,0.02963489
1-561034,0.0902834
1-561034,0.09026784
1-176960,0.03802686
1-176960,0.03802686
1-546965,0.08665705
1-546965,0.08664793
1-547418,0.02441483
1-547418,0.02441483
1-634515,0.05641224
1-634515,0.05641225
1-547375,0.0839127
1-547375,0.0839125
1-37440,0.01362342
1-37440,0.01362342
1-37822,0.02486041
1-37822,0.02486041
1-109270,0.02518513
1-109270,0.02518514
1-37863,0.1075063
1-37863,0.1075062
1-37388,0.04494253
1-37388,0.04494254
1-109234,0.04101618
1-109234,0.04101614
1-37791,0.02541756
1-37791,0.02541756
1-37784,0.02324258
1-37784,0.02324259
1-37813,0.02366562
1-37813,0.0236821
1-37877,0.03234402
1-37877,0.03232699
1-37341,0.03963069
1-37341,0.03965217
1-37797,0.02810515
1-37797,0.02810509
1-37386,0.04551492
1-37386,0.04551491
1-37787,0.02544982
1-37787,0.02545323
1-37338,0.03758622
1-37338,0.03758623
1-37385,0.04497257
1-37385,0.04497254
1-37335,0.03823587
1-37335,0.03823588
1-37400,-999
1-37400,-999
1-289729,-999
1-289729,-999
1-603974,0.03728418
1-603974,0.03728413
1-37427,0.03877176
1-37427,0.03877176
1-37796,-999
1-37796,-999
1-37775,0.03885865
1-37775,0.03878513
1-37755,0.03952658
1-37755,0.04000384
1-603965,0.04205352
1-603965,0.04195459
1-37862,0.07415862
1-37862,0.07415861
1-37846,0.1357653
1-37846,0.1357642
1-37754,0.03939106
1-37754,0.03939103
1-37336,0.08394501
1-37336,0.08394502
1-547747,0.04488108
1-547747,0.04488103
1-37633,0.03080376
1-37633,0.03080377
1-37751,0.03822953
1-37751,0.03822954
1-37818,0.1071066
1-37818,0.1071066
1-37904,0.138666
1-37904,0.138668
1-42680,0.02057304
1-42680,0.02057303
1-42813,-999
1-42813,-999
1-41910,0.0159737
1-41910,0.0159737
1-602964,0.01699286
1-602964,0.01699287
1-602993,0.0213794
1-602993,0.0213794
1-42253,0.01604326
1-42253,0.01604326
1-42615,0.04465774
1-42615,0.04465773
1-42707,0.01836964
1-42707,0.01824609
1-42250,0.06416898
1-42250,0.06416897
1-603039,0.02694491
1-603039,0.0269449
1-42660,0.02616886
1-42660,0.02616888
1-42703,0.08656898
1-42703,0.08653756
1-42704,0.01650991
1-42704,0.01650991
1-558630,0.07606472
1-558630,0.07591131
1-603028,0.04386217
1-603028,0.04386217
1-42646,0.05661051
1-42646,0.05661051
1-558592,-999
1-558592,-999
1-595146,0.03093855
1-595146,0.03093856
1-25771,0.1115997
1-25771,0.111593
1-24660,0.08181507
1-24660,0.08181507
1-24652,-999
1-24652,-999
1-24519,0.120257
1-24519,0.120239
1-24547,0.03018292
1-24547,0.03018293
1-24553,0.02422674
1-24553,0.02422674
1-24623,0.08361954
1-24623,0.08358759
1-24641,0.07983498
1-24641,0.07983496
1-24661,0.08291119
1-24661,0.08291117
1-24798,0.05141953
1-24798,0.05141953
1-24557,0.0991122
1-24557,0.09911209
1-24533,0.09945486
1-24533,0.09945497
1-24603,0.02990289
1-24603,0.02990289
1-24822,0.07911957
1-24822,0.07911957
1-24814,0.06188579
1-24814,0.06188579
1-24524,0.05253179
1-24524,0.05253191
1-71869,0.04014833
1-71869,0.04014825
1-121612,0.0186711
1-121612,0.0186711
1-121936,0.02180035
1-121936,0.02180035
1-122054,0.04225513
1-122054,0.04225513
1-153627,0.03221737
1-153627,0.03221736
1-122002,0.0712226
1-122002,0.07122259
1-121607,0.04082454
1-121607,0.04082958
1-121789,0.0392279
1-121789,0.0392279
1-121837,0.04153584
1-121837,0.04153583
1-121871,0.04427305
1-121871,0.04427305
1-605037,0.03045806
1-605037,0.03045802
1-121851,0.07208494
1-121851,0.07208491
1-121947,0.08912476
1-121947,0.08912552
1-71811,0.1502958
1-71811,0.1502063
1-121973,0.03280623
1-121973,0.03280622
1-71516,0.07770403
1-71516,0.07772791
1-121994,-999
1-121994,-999
1-122088,0.04152383
1-122088,0.04152385
1-72207,0.0402735
1-72207,0.0402735
1-122364,0.03694639
1-122364,0.03694695
1-72393,0.02076684
1-72393,0.02076684
1-122412,0.02607787
1-122412,0.02607784
1-122333,0.02085426
1-122333,0.02085427
1-122586,0.09296847
1-122586,0.09365787
1-548633,0.01270096
1-548633,0.01270096
1-72169,0.02114432
1-72169,0.02114432
1-72193,0.04241808
1-72193,0.04241808
1-72128,0.01294766
1-72128,0.01294766
1-72210,0.04367832
1-72210,0.04350037
1-122361,0.06387589
1-122361,0.06387593
1-122329,0.09819666
1-122329,0.09741741
1-122334,0.06346617
1-122334,0.06346027
1-548636,0.04095982
1-548636,0.04095986
1-72382,0.03925113
1-72382,0.03925025
1-44618,0.03160277
1-44618,0.03160277
1-45151,0.02294256
1-45151,0.02294256
1-45529,0.05410706
1-45529,0.05410706
1-45581,0.04931436
1-45581,0.04931436
1-45606,0.04153731
1-45606,0.04152266
1-44625,0.03368342
1-44625,0.03346135
1-45175,0.05063661
1-45175,0.05059785
1-45187,0.05706991
1-45187,0.05706954
1-574506,0.05385637
1-574506,0.05385638
1-45539,0.04324352
1-45539,0.04324352
1-44974,0.02360267
1-44974,0.02360268
1-45020,0.04050069
1-45020,0.04050069
1-45131,0.0397994
1-45131,0.03980036
1-45089,0.01924381
1-45089,0.01924381
1-45593,0.0226029
1-45593,0.0226029
1-45179,0.04975861
1-45179,0.04975865
1-574504,0.041079
1-574504,0.041079
1-384095,0.02525864
1-384095,0.02525865
1-384128,0.02530598
1-384128,0.02530598
1-605249,0.01485183
1-605249,0.01485183
1-384125,0.01597534
1-384125,0.01597534
1-412736,0.01988376
1-412736,0.01988172
1-412833,0.02302608
1-412833,0.02302609
1-384110,0.0181873
1-384110,0.0181873
1-384097,0.01862947
1-384097,0.01859731
1-384124,0.02286219
1-384124,0.02286218
1-412892,0.03994255
1-412892,0.03994256
1-412880,0.108056
1-412880,0.1080592
1-384171,0.0152021
1-384171,0.01520209
1-384105,0.01537967
1-384105,0.01537966
1-384344,0.01517308
1-384344,0.01517308
1-556821,0.09007709
1-556821,0.08935523
1-412858,0.0152165
1-412858,0.0152165
1-384100,0.0250905
1-384100,0.0250905
1-382729,0.04528415
1-382729,0.04528414
1-382980,0.04527889
1-382980,0.0452789
1-383562,0.04417885
1-383562,0.04417885
1-383648,0.03816355
1-383648,0.03816351
